date,neutral,rank_home,total_points_home,rank_change_home,rank_away,total_points_away,rank_change_away,winner,home_goals_avg,away_goals_avg,home_win_avg,away_win_avg,home_last_wins,away_last_wins,home_team_encoded,away_team_encoded,confederation_home_encoded,confederation_away_encoded,tournament_encoded
2000-05-05,True,111.0,355.0,4.0,159.0,170.0,3.0,1,0.0,0.0,0.0,0.0,0,0,85,171,0,0,42
2014-01-21,True,95.0,361.0,2.0,24.0,851.0,0.0,1,0.8571428571428571,1.7142857142857142,0.2857142857142857,0.5714285714285714,0,0,62,71,1,1,8
2023-06-15,True,63.0,1381.87,-1.0,61.0,1388.61,1.0,1,1.1428571428571428,0.8571428571428571,0.2857142857142857,0.2857142857142857,0,0,92,149,2,0,42
2011-01-25,True,108.0,285.0,-1.0,26.0,796.0,0.0,1,1.5714285714285714,1.2857142857142858,0.5714285714285714,0.7142857142857143,0,2,194,11,0,0,1
2015-03-31,True,59.0,565.0,0.0,72.0,483.0,-7.0,1,1.0,1.5714285714285714,0.42857142857142855,0.42857142857142855,3,2,144,196,3,3,42
2009-10-25,True,90.0,365.0,-15.0,84.0,382.0,0.0,1,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.42857142857142855,2,2,111,124,1,1,27
2013-06-07,False,170.0,116.0,0.0,5.0,1158.0,-4.0,1,0.2857142857142857,3.142857142857143,0.14285714285714285,0.8571428571428571,0,0,86,128,0,5,42
2019-06-10,False,51.0,1419.0,3.0,127.0,1124.0,-3.0,1,1.1428571428571428,2.857142857142857,0.5714285714285714,1.0,0,0,30,97,5,5,79
2006-06-27,True,5.0,756.0,0.0,8.0,749.0,1.0,1,2.0,2.0,0.8571428571428571,0.8571428571428571,1,1,170,66,5,5,39
2001-09-22,False,65.0,537.0,-2.0,66.0,532.0,2.0,1,2.5714285714285716,2.0,0.8571428571428571,0.5714285714285714,0,1,194,191,0,0,40
2021-11-16,True,85.0,1274.72,4.0,22.0,1545.02,0.0,1,1.5714285714285714,3.0,0.2857142857142857,1.0,0,5,176,87,0,0,40
2013-10-15,False,27.0,766.0,-1.0,129.0,237.0,6.0,1,2.0,1.2857142857142858,0.7142857142857143,0.42857142857142855,1,0,121,119,5,5,40
2019-03-26,True,20.0,1518.0,0.0,73.0,1327.0,3.0,1,1.4285714285714286,1.5714285714285714,0.42857142857142855,0.7142857142857143,1,1,144,57,3,2,42
2010-11-17,False,6.0,1250.0,0.0,21.0,852.0,3.0,1,2.2857142857142856,1.1428571428571428,0.8571428571428571,0.42857142857142855,0,2,58,66,5,5,42
2005-10-08,False,103.0,462.0,-2.0,21.0,694.0,7.0,1,1.4285714285714286,1.4285714285714286,0.5714285714285714,0.7142857142857143,0,3,49,150,5,5,40
2018-06-09,False,203.0,6.0,0.0,38.0,706.0,1.0,1,1.8571428571428572,1.2857142857142858,0.2857142857142857,0.42857142857142855,0,0,166,186,1,5,24
2012-11-27,True,200.0,20.0,2.0,130.0,248.0,2.0,1,0.0,0.8571428571428571,0.0,0.2857142857142857,0,0,169,96,1,1,16
2015-12-23,True,192.0,49.0,0.0,194.0,45.0,0.0,1,0.0,1.8571428571428572,0.0,0.2857142857142857,2,0,127,171,0,0,71
2014-05-31,True,70.0,486.0,0.0,32.0,756.0,1.0,1,1.5714285714285714,1.8571428571428572,0.5714285714285714,0.5714285714285714,0,2,1,151,5,5,42
2005-10-08,False,57.0,571.0,-10.0,34.0,656.0,-1.0,1,1.7142857142857142,1.8571428571428572,0.2857142857142857,0.5714285714285714,1,2,196,143,3,3,40
2014-06-22,True,57.0,547.0,2.0,22.0,858.0,-3.0,1,0.5714285714285714,1.7142857142857142,0.2857142857142857,0.7142857142857143,0,0,168,2,0,1,39
2018-12-31,False,93.0,1258.0,0.0,29.0,1481.0,0.0,1,1.5714285714285714,1.0,0.7142857142857143,0.7142857142857143,1,4,149,87,0,0,42
2019-09-10,False,135.0,1084.0,-3.0,33.0,1481.0,5.0,1,1.4285714285714286,1.1428571428571428,0.42857142857142855,0.42857142857142855,0,0,125,93,0,0,40
2017-06-11,False,55.0,635.0,-8.0,66.0,544.0,0.0,1,1.4285714285714286,0.8571428571428571,0.42857142857142855,0.2857142857142857,1,0,89,1,5,5,40
2018-12-27,False,93.0,1258.0,0.0,67.0,1347.0,0.0,1,2.0,1.4285714285714286,0.8571428571428571,0.14285714285714285,1,1,149,2,0,1,42
2008-10-22,True,74.0,456.0,3.0,120.0,285.0,-11.0,1,1.4285714285714286,2.4285714285714284,0.5714285714285714,0.7142857142857143,1,0,24,57,3,2,42
2012-06-27,True,143.0,207.0,14.0,101.0,338.0,-12.0,1,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.14285714285714285,0,0,102,172,0,1,12
2004-06-06,False,9.0,723.0,2.0,68.0,522.0,-4.0,1,2.5714285714285716,1.4285714285714286,0.7142857142857143,0.42857142857142855,1,0,70,83,5,5,42
2012-06-01,True,12.0,1041.0,0.0,11.0,1049.0,0.0,1,1.2857142857142858,2.0,0.7142857142857143,0.8571428571428571,1,0,90,152,5,5,42
2015-11-13,False,61.0,559.0,4.0,65.0,515.0,0.0,1,1.2857142857142858,1.1428571428571428,0.5714285714285714,0.42857142857142855,1,4,92,141,2,2,40
2022-06-10,False,11.0,1653.6,2.0,16.0,1621.11,1.0,1,1.8571428571428572,2.4285714285714284,0.7142857142857143,0.8571428571428571,0,2,51,47,5,5,80
2005-11-24,False,93.0,487.0,-1.0,128.0,351.0,0.0,1,1.8571428571428572,2.0,0.5714285714285714,0.7142857142857143,2,1,172,62,1,1,42
2005-03-07,True,205.0,15.0,0.0,134.0,362.0,0.0,1,0.0,1.8571428571428572,0.0,0.42857142857142855,0,1,75,82,0,0,37
2004-10-13,False,155.0,260.0,-2.0,151.0,271.0,-1.0,1,0.8571428571428571,0.14285714285714285,0.0,0.0,0,0,108,106,5,5,40
2000-02-19,False,92.0,405.0,0.0,52.0,529.0,4.0,1,0.0,0.0,0.0,0.0,0,0,138,175,0,5,42
2022-11-16,True,151.0,1035.2,-1.0,34.0,1492.95,1.0,1,1.0,1.4285714285714286,0.42857142857142855,0.2857142857142857,0,0,4,12,5,5,42
2011-03-29,False,22.0,861.0,2.0,28.0,788.0,0.0,1,1.1428571428571428,1.1428571428571428,0.42857142857142855,0.42857142857142855,0,0,163,51,5,5,42
2017-11-11,False,61.0,600.0,7.0,48.0,680.0,-8.0,1,1.4285714285714286,2.4285714285714284,0.42857142857142855,0.7142857142857143,4,1,91,123,1,1,40
2009-08-12,False,117.0,287.0,4.0,93.0,350.0,-4.0,1,0.8571428571428571,1.5714285714285714,0.2857142857142857,0.5714285714285714,3,2,153,181,1,1,42
2009-08-29,False,156.0,112.0,9.0,95.0,343.0,-1.0,1,1.8571428571428572,2.142857142857143,0.7142857142857143,0.8571428571428571,1,1,85,176,0,0,62
2019-06-11,False,43.0,1433.0,-2.0,106.0,1206.0,5.0,1,0.7142857142857143,2.0,0.42857142857142855,0.42857142857142855,3,0,73,9,5,5,79
2013-02-06,True,25.0,807.0,0.0,52.0,573.0,0.0,1,1.2857142857142858,1.7142857142857142,0.7142857142857143,0.7142857142857143,0,2,114,133,1,1,6
2003-02-12,False,2.0,787.0,0.0,15.0,687.0,0.0,1,2.4285714285714284,2.857142857142857,0.7142857142857143,1.0,1,0,66,50,5,5,42
2021-09-02,False,24.0,1529.45,-4.0,79.0,1305.01,-1.0,1,5.285714285714286,1.7142857142857142,0.8571428571428571,0.7142857142857143,5,0,93,138,0,0,40
2022-06-03,False,16.0,1621.11,1.0,34.0,1500.37,4.0,1,2.857142857142857,1.8571428571428572,0.8571428571428571,0.42857142857142855,5,0,47,12,5,5,80
2002-06-30,True,11.0,695.0,-1.0,2.0,784.0,0.0,1,2.7142857142857144,2.7142857142857144,0.8571428571428571,1.0,0,0,70,27,5,3,39
2016-10-06,False,49.0,621.0,-6.0,37.0,712.0,-2.0,1,1.1428571428571428,3.7142857142857144,0.8571428571428571,1.0,1,3,194,87,0,0,40
2006-09-17,False,73.0,429.0,3.0,52.0,550.0,-1.0,1,0.7142857142857143,1.8571428571428572,0.14285714285714285,0.42857142857142855,3,2,201,5,1,1,27
2016-06-21,True,25.0,851.0,-1.0,4.0,1310.0,-1.0,1,1.8571428571428572,1.8571428571428572,0.8571428571428571,0.5714285714285714,0,1,136,70,5,5,78
2001-09-05,False,54.0,557.0,0.0,14.0,687.0,3.0,1,2.2857142857142856,1.4285714285714286,0.5714285714285714,0.7142857142857143,0,1,83,151,5,5,40
2007-06-06,False,134.0,158.0,3.0,9.0,1238.0,0.0,1,0.5714285714285714,1.7142857142857142,0.14285714285714285,0.8571428571428571,0,3,106,170,5,5,79
2022-03-24,False,37.0,1486.86,2.0,23.0,1549.82,-3.0,1,2.5714285714285716,1.5714285714285714,0.8571428571428571,0.7142857142857143,0,5,11,93,0,0,40
2006-02-03,True,77.0,541.0,-2.0,30.0,672.0,0.0,1,2.0,1.8571428571428572,1.0,0.5714285714285714,1,0,77,158,1,1,6
2001-05-04,False,76.0,478.0,-5.0,31.0,611.0,1.0,1,1.5714285714285714,1.2857142857142858,0.5714285714285714,0.5714285714285714,0,1,2,123,1,1,40
2001-09-01,False,87.0,474.0,3.0,48.0,583.0,1.0,1,1.1428571428571428,1.2857142857142858,0.5714285714285714,0.42857142857142855,0,0,18,190,5,5,40
2020-09-05,False,39.0,1465.0,0.0,4.0,1661.0,0.0,1,1.5714285714285714,3.857142857142857,0.7142857142857143,0.8571428571428571,1,1,84,58,5,5,80
2012-06-02,False,5.0,1190.0,0.0,33.0,720.0,0.0,1,3.4285714285714284,1.4285714285714286,0.8571428571428571,0.42857142857142855,2,0,147,186,5,5,42
2022-06-08,False,47.0,1449.48,-2.0,27.0,1535.08,0.0,1,2.2857142857142856,1.2857142857142858,0.7142857142857143,0.5714285714285714,0,0,150,190,5,5,80
2020-09-04,False,32.0,1490.0,0.0,45.0,1446.0,0.0,1,2.142857142857143,1.8571428571428572,0.5714285714285714,0.5714285714285714,2,3,163,50,5,5,80
2000-06-25,True,4.0,728.0,0.0,2.0,758.0,-1.0,1,2.0,2.7142857142857144,0.8333333333333334,0.8571428571428571,0,0,170,66,5,5,78
2000-04-08,False,177.0,86.0,1.0,71.0,477.0,2.0,1,0.0,1.5,0.0,0.5,0,0,38,201,1,1,40
2012-09-11,False,75.0,446.0,-7.0,13.0,990.0,2.0,1,1.2857142857142858,2.5714285714285716,0.14285714285714285,0.8571428571428571,3,1,89,152,5,5,40
2015-09-08,True,175.0,90.0,1.0,112.0,281.0,0.0,1,0.42857142857142855,0.8571428571428571,0.14285714285714285,0.2857142857142857,2,3,199,15,0,0,40
2016-08-18,True,79.0,437.0,1.0,80.0,425.0,1.0,1,2.142857142857143,2.2857142857142856,0.5714285714285714,0.7142857142857143,2,3,94,149,0,0,42
2011-10-07,False,139.0,182.0,6.0,88.0,390.0,13.0,1,3.5714285714285716,2.5714285714285716,0.42857142857142855,0.5714285714285714,0,1,54,57,2,2,40
2021-10-08,False,135.0,1092.45,-1.0,11.0,1648.2,-1.0,1,1.2857142857142858,3.5714285714285716,0.2857142857142857,0.8571428571428571,0,4,101,128,5,5,40
2011-09-06,False,179.0,75.0,2.0,62.0,524.0,-3.0,1,0.5714285714285714,1.4285714285714286,0.14285714285714285,0.7142857142857143,1,4,131,141,2,2,40
2021-11-11,False,173.0,964.21,2.0,18.0,1608.84,1.0,1,0.5714285714285714,1.8571428571428572,0.14285714285714285,0.5714285714285714,0,5,115,47,5,5,40
2001-05-26,True,192.0,71.0,1.0,111.0,396.0,1.0,1,0.0,2.142857142857143,0.0,0.42857142857142855,0,1,139,102,0,0,40
2004-07-23,True,71.0,523.0,-5.0,20.0,670.0,0.0,1,1.5714285714285714,2.2857142857142856,0.42857142857142855,0.8571428571428571,1,1,191,168,0,0,1
2008-09-10,False,117.0,290.0,-6.0,73.0,438.0,-5.0,1,0.8571428571428571,1.8571428571428572,0.2857142857142857,0.42857142857142855,0,1,80,46,2,2,40
2003-07-11,True,122.0,372.0,2.0,162.0,212.0,1.0,1,2.2857142857142856,1.5714285714285714,0.7142857142857143,0.2857142857142857,2,1,178,195,4,4,72
2006-11-30,True,182.0,36.0,1.0,121.0,200.0,-1.0,1,0.5714285714285714,1.1428571428571428,0.14285714285714285,0.2857142857142857,0,2,166,172,1,1,16
2015-03-28,False,201.0,8.0,0.0,30.0,841.0,0.0,1,0.2857142857142857,1.2857142857142858,0.0,0.42857142857142855,0,0,4,25,5,5,79
2016-10-11,False,60.0,562.0,14.0,4.0,1323.0,-5.0,1,0.7142857142857143,3.2857142857142856,0.2857142857142857,0.8571428571428571,1,4,196,27,3,3,40
2013-09-04,True,203.0,4.0,2.0,153.0,150.0,-1.0,1,0.14285714285714285,2.5714285714285716,0.0,0.5714285714285714,0,2,23,113,0,0,71
2020-09-04,False,32.0,1490.0,0.0,45.0,1446.0,0.0,1,2.142857142857143,1.8571428571428572,0.5714285714285714,0.5714285714285714,2,3,163,50,5,5,80
2012-05-22,True,74.0,465.0,0.0,65.0,514.0,0.0,1,0.8571428571428571,1.0,0.2857142857142857,0.5714285714285714,1,1,101,146,5,5,42
2017-12-15,True,178.0,93.0,3.0,156.0,139.0,6.0,1,1.1428571428571428,1.8571428571428572,0.2857142857142857,0.7142857142857143,0,3,64,129,4,4,69
2014-01-19,True,120.0,256.0,2.0,40.0,703.0,-5.0,1,1.2857142857142858,0.8571428571428571,0.42857142857142855,0.2857142857142857,0,0,124,114,1,1,8
2014-11-18,False,18.0,946.0,4.0,46.0,614.0,12.0,1,0.7142857142857143,1.7142857142857142,0.2857142857142857,0.5714285714285714,1,0,73,159,5,5,42
2010-06-25,True,18.0,888.0,3.0,2.0,1565.0,0.0,1,1.5714285714285714,2.5714285714285716,0.8571428571428571,0.8571428571428571,0,3,40,170,3,5,39
2021-09-08,False,63.0,1377.79,-4.0,10.0,1647.75,-10.0,1,1.4285714285714286,1.7142857142857142,0.42857142857142855,1.0,0,5,81,192,2,2,40
2007-02-06,True,9.0,1244.0,0.0,28.0,828.0,0.0,1,1.2857142857142858,1.4285714285714286,0.8571428571428571,0.7142857142857143,5,0,133,71,1,1,42
2012-12-01,True,102.0,333.0,2.0,128.0,255.0,-7.0,1,1.2857142857142858,1.8571428571428572,0.42857142857142855,0.7142857142857143,3,2,172,32,1,1,16
2019-12-02,True,81.0,1304.0,-3.0,67.0,1351.0,-2.0,1,2.0,1.8571428571428572,0.8571428571428571,0.5714285714285714,2,2,138,156,0,0,45
2010-07-03,True,7.0,1076.0,0.0,6.0,1082.0,0.0,1,2.857142857142857,2.5714285714285716,1.0,0.8571428571428571,2,1,8,70,3,5,39
2015-05-25,True,26.0,833.0,0.0,150.0,156.0,0.0,1,1.5714285714285714,1.0,0.5714285714285714,0.42857142857142855,0,0,71,110,1,1,27
2022-06-03,False,192.0,895.08,1.0,180.0,932.79,-1.0,1,0.0,0.8571428571428571,0.0,0.14285714285714285,1,0,106,119,5,5,80
2006-08-16,False,195.0,3.0,1.0,28.0,824.0,1.0,1,0.14285714285714285,1.5714285714285714,0.0,0.7142857142857143,0,0,108,186,5,5,42
2016-06-04,False,10.0,1077.0,-1.0,14.0,959.0,-3.0,1,2.2857142857142856,1.8571428571428572,0.7142857142857143,0.5714285714285714,0,4,12,128,5,5,42
2019-03-24,False,87.0,1276.0,1.0,1.0,1727.0,0.0,1,2.7142857142857144,2.5714285714285716,0.5714285714285714,0.8571428571428571,0,4,49,19,5,5,79
2004-01-26,True,76.0,514.0,4.0,51.0,552.0,-3.0,1,0.5714285714285714,1.7142857142857142,0.14285714285714285,1.0,0,0,96,114,1,1,6
2010-05-29,True,89.0,378.0,5.0,101.0,310.0,1.0,1,1.4285714285714286,1.0,0.42857142857142855,0.42857142857142855,0,0,119,191,5,0,42
2011-10-07,False,70.0,477.0,11.0,58.0,537.0,-28.0,1,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.2857142857142857,2,1,136,61,5,5,79
2011-07-06,False,71.0,454.0,-1.0,153.0,117.0,13.0,1,2.142857142857143,0.7142857142857143,0.7142857142857143,0.14285714285714285,2,3,111,126,1,1,42
2013-08-24,False,60.0,550.0,0.0,116.0,292.0,2.0,1,1.5714285714285714,1.2857142857142858,0.7142857142857143,0.5714285714285714,3,2,200,201,1,1,8
2000-10-07,False,79.0,462.0,-9.0,41.0,565.0,7.0,1,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,9,190,5,5,40
2014-10-12,False,175.0,77.0,11.0,102.0,311.0,14.0,1,0.8571428571428571,2.4285714285714284,0.2857142857142857,0.8571428571428571,0,2,139,140,0,0,42
2010-10-12,False,85.0,375.0,-9.0,19.0,897.0,0.0,1,1.4285714285714286,2.142857142857143,0.5714285714285714,0.7142857142857143,0,1,61,164,5,5,79
2018-06-27,True,15.0,989.0,0.0,24.0,880.0,1.0,1,1.1428571428571428,0.7142857142857143,0.7142857142857143,0.42857142857142855,0,1,118,174,2,5,39
2014-10-18,True,199.0,13.0,-2.0,143.0,193.0,-17.0,1,0.42857142857142855,1.8571428571428572,0.0,0.5714285714285714,0,5,33,125,0,0,5
2006-07-01,True,10.0,741.0,0.0,7.0,750.0,-1.0,1,2.5714285714285716,2.2857142857142856,1.0,1.0,0,2,58,147,5,5,39
2003-03-30,False,161.0,206.0,2.0,78.0,483.0,4.0,1,0.5714285714285714,1.5714285714285714,0.14285714285714285,0.7142857142857143,0,0,60,114,1,1,7
2009-03-28,False,68.0,481.0,3.0,57.0,535.0,-4.0,1,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.2857142857142857,1,1,198,65,5,5,40
2013-01-05,True,34.0,697.0,-5.0,84.0,428.0,5.0,1,0.7142857142857143,1.4285714285714286,0.42857142857142855,0.7142857142857143,1,4,200,5,1,1,42
2021-09-05,False,131.0,1105.62,-2.0,107.0,1172.37,-4.0,1,0.5714285714285714,1.5714285714285714,0.14285714285714285,0.7142857142857143,0,0,183,126,1,1,40
2017-10-05,False,204.0,10.0,0.0,73.0,472.0,-12.0,1,0.14285714285714285,1.2857142857142858,0.0,0.2857142857142857,0,1,155,137,5,5,40
2022-03-29,False,26.0,1543.16,2.0,16.0,1614.05,-1.0,1,1.2857142857142858,1.0,0.5714285714285714,0.42857142857142855,2,3,40,193,3,3,40
2008-05-07,False,134.0,203.0,3.0,196.0,11.0,0.0,1,1.4285714285714286,0.5714285714285714,0.42857142857142855,0.14285714285714285,0,1,99,0,0,0,4
2021-06-11,True,171.0,967.88,0.0,41.0,1457.49,0.0,1,0.8571428571428571,3.4285714285714284,0.2857142857142857,0.8571428571428571,0,1,127,11,0,0,40
2001-06-10,False,44.0,568.0,2.0,1.0,796.0,-1.0,1,1.0,3.0,0.5714285714285714,0.7142857142857143,0,2,93,66,0,5,29
2008-11-19,False,150.0,153.0,4.0,82.0,423.0,-21.0,1,1.2857142857142858,1.2857142857142858,0.14285714285714285,0.5714285714285714,1,4,115,84,5,5,42
2002-06-01,True,24.0,652.0,3.0,20.0,657.0,0.0,1,1.7142857142857142,2.2857142857142856,0.5714285714285714,0.8571428571428571,0,0,193,51,3,5,39
2018-06-27,True,15.0,989.0,0.0,24.0,880.0,1.0,1,1.1428571428571428,0.7142857142857143,0.7142857142857143,0.42857142857142855,0,1,118,174,2,5,39
2001-06-03,False,67.0,510.0,4.0,61.0,521.0,1.0,1,1.4285714285714286,1.5714285714285714,0.5714285714285714,0.42857142857142855,0,0,201,71,1,1,7
2004-10-20,True,48.0,583.0,6.0,38.0,609.0,1.0,1,1.2857142857142858,1.8571428571428572,0.2857142857142857,0.5714285714285714,0,0,55,94,3,0,42
2005-02-23,True,101.0,470.0,0.0,27.0,666.0,0.0,1,0.8571428571428571,2.0,0.42857142857142855,0.5714285714285714,0,3,141,46,2,2,81
2009-06-06,False,122.0,268.0,2.0,46.0,654.0,0.0,1,1.7142857142857142,2.2857142857142856,0.2857142857142857,1.0,2,3,191,168,0,0,40
2017-09-05,False,190.0,56.0,-1.0,11.0,1114.0,0.0,1,0.14285714285714285,2.857142857142857,0.0,1.0,0,5,106,170,5,5,40
2014-06-04,True,9.0,1115.0,0.0,16.0,935.0,0.0,1,4.142857142857143,2.7142857142857144,0.7142857142857143,0.8571428571428571,4,1,90,66,5,5,24
2004-01-01,True,64.0,537.0,-8.0,26.0,655.0,0.0,1,2.5714285714285716,3.857142857142857,0.8571428571428571,1.0,0,4,15,156,0,0,45
2007-07-19,False,178.0,34.0,3.0,177.0,35.0,2.0,1,5.0,1.5714285714285714,1.0,0.2857142857142857,1,0,129,195,4,4,42
2010-02-14,False,40.0,729.0,-3.0,49.0,634.0,-3.0,1,3.857142857142857,2.142857142857143,1.0,0.7142857142857143,2,3,93,168,0,0,37
2014-05-27,False,53.0,577.0,0.0,82.0,418.0,1.0,1,2.142857142857143,1.8571428571428572,0.7142857142857143,0.8571428571428571,1,2,194,138,0,0,42
2015-10-09,True,203.0,6.0,1.0,120.0,287.0,19.0,1,0.14285714285714285,0.7142857142857143,0.0,0.2857142857142857,0,0,166,132,1,1,40
2000-06-03,False,118.0,326.0,1.0,12.0,678.0,-1.0,1,1.0,2.0,0.4,1.0,0,0,115,58,5,5,42
2008-11-19,False,150.0,153.0,4.0,82.0,423.0,-21.0,1,1.2857142857142858,1.2857142857142858,0.14285714285714285,0.5714285714285714,1,4,115,84,5,5,42
2008-03-26,False,40.0,650.0,-1.0,5.0,1294.0,0.0,1,1.5714285714285714,2.2857142857142856,0.42857142857142855,0.8571428571428571,0,2,175,70,5,5,42
2010-01-06,False,130.0,176.0,-2.0,43.0,709.0,0.0,1,1.0,3.142857142857143,0.42857142857142855,0.7142857142857143,0,3,199,93,0,0,2
2000-06-18,True,7.0,703.0,-2.0,10.0,695.0,-1.0,1,1.2,2.0,0.8,1.0,0,0,137,159,5,5,78
2014-05-24,True,156.0,119.0,0.0,140.0,161.0,-3.0,1,2.7142857142857144,1.0,0.5714285714285714,0.42857142857142855,2,1,187,145,0,0,3
2005-03-26,False,100.0,474.0,-2.0,14.0,711.0,1.0,1,0.5714285714285714,1.4285714285714286,0.2857142857142857,0.7142857142857143,0,0,69,73,5,5,40
2016-06-11,True,180.0,94.0,1.0,108.0,317.0,-29.0,1,0.5714285714285714,1.7142857142857142,0.14285714285714285,0.5714285714285714,0,1,160,110,1,1,27
2016-10-11,False,46.0,637.0,2.0,105.0,326.0,10.0,1,2.2857142857142856,1.5714285714285714,0.5714285714285714,0.2857142857142857,1,0,51,121,5,5,40
2012-02-29,False,30.0,762.0,11.0,77.0,455.0,10.0,1,2.857142857142857,1.1428571428571428,0.8571428571428571,0.5714285714285714,2,0,93,194,0,0,40
2016-03-26,True,112.0,300.0,-4.0,125.0,276.0,-6.0,1,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.14285714285714285,2,2,13,95,5,5,42
2016-06-21,True,25.0,851.0,-1.0,4.0,1310.0,-1.0,1,1.8571428571428572,1.8571428571428572,0.8571428571428571,0.5714285714285714,0,1,136,70,5,5,78
2007-08-22,False,145.0,116.0,0.0,107.0,290.0,-2.0,1,2.4285714285714284,0.5714285714285714,0.5714285714285714,0.42857142857142855,0,0,180,13,0,5,42
2009-04-14,False,158.0,122.0,0.0,157.0,124.0,1.0,1,1.4285714285714286,1.4285714285714286,0.5714285714285714,0.2857142857142857,0,0,113,187,0,0,4
2023-06-28,True,185.0,906.36,0.0,192.0,883.88,0.0,1,0.5714285714285714,1.0,0.14285714285714285,0.5714285714285714,1,4,23,16,0,0,71
2021-06-14,True,119.0,1156.26,0.0,151.0,1047.29,0.0,1,1.1428571428571428,0.5714285714285714,0.2857142857142857,0.2857142857142857,1,0,105,104,1,1,42
2010-01-02,False,130.0,176.0,-2.0,165.0,87.0,3.0,1,1.0,2.0,0.42857142857142855,0.5714285714285714,1,0,199,180,0,0,42
2002-09-06,False,180.0,128.0,1.0,163.0,192.0,3.0,1,0.42857142857142855,1.0,0.0,0.8,0,1,116,36,1,1,7
2015-11-17,False,183.0,78.0,-3.0,50.0,603.0,-5.0,1,1.4285714285714286,3.5714285714285716,0.2857142857142857,0.8571428571428571,0,1,33,93,0,0,40
2018-10-16,True,11.0,1575.0,0.0,3.0,1663.0,0.0,1,2.4285714285714284,2.2857142857142856,0.5714285714285714,0.8571428571428571,2,3,8,27,3,3,73
2022-11-20,False,168.0,977.92,-1.0,49.0,1440.19,2.0,1,1.2857142857142858,1.2857142857142858,0.5714285714285714,0.42857142857142855,0,0,115,150,5,5,42
2015-03-26,True,15.0,1057.0,1.0,42.0,692.0,1.0,1,1.5714285714285714,1.4285714285714286,0.5714285714285714,0.7142857142857143,0,0,40,87,3,0,42
2022-11-16,False,70.0,1337.57,1.0,3.0,1773.88,0.0,1,0.5714285714285714,2.857142857142857,0.2857142857142857,1.0,0,0,191,8,0,3,42
2016-06-22,True,3.0,1328.0,-1.0,5.0,1293.0,2.0,1,1.7142857142857142,2.7142857142857144,0.7142857142857143,0.5714285714285714,2,3,42,40,3,3,30
2007-05-27,True,142.0,136.0,-3.0,59.0,516.0,-2.0,1,0.7142857142857143,0.7142857142857143,0.0,0.5714285714285714,1,3,117,167,1,1,27
2016-10-06,False,173.0,103.0,-7.0,142.0,221.0,-5.0,1,1.1428571428571428,1.8571428571428572,0.2857142857142857,0.7142857142857143,0,1,33,82,0,0,42
2021-06-03,False,27.0,1511.88,0.0,15.0,1600.66,0.0,1,0.42857142857142855,0.8571428571428571,0.14285714285714285,0.42857142857142855,0,5,144,42,3,3,40
2015-10-13,False,50.0,623.0,2.0,9.0,1177.0,1.0,1,1.1428571428571428,2.142857142857143,0.42857142857142855,1.0,1,4,144,40,3,3,40
2012-06-02,False,5.0,1190.0,0.0,33.0,720.0,0.0,1,3.4285714285714284,1.4285714285714286,0.8571428571428571,0.42857142857142855,2,0,147,186,5,5,42
2014-11-09,False,136.0,208.0,-6.0,108.0,297.0,6.0,1,2.142857142857143,2.2857142857142856,0.5714285714285714,0.7142857142857143,0,0,197,140,0,0,42
2008-10-01,False,166.0,92.0,1.0,160.0,112.0,3.0,1,1.1428571428571428,1.8571428571428572,0.2857142857142857,0.42857142857142855,2,0,197,125,0,0,42
2000-03-19,False,152.0,176.0,4.0,100.0,392.0,0.0,1,1.0,2.0,0.5,0.3333333333333333,0,1,53,80,2,2,40
2004-09-08,False,137.0,341.0,0.0,2.0,802.0,0.0,1,1.2857142857142858,2.142857142857143,0.2857142857142857,0.8571428571428571,0,0,63,66,5,5,40
2011-07-28,False,162.0,108.0,3.0,95.0,341.0,-5.0,1,1.4285714285714286,2.0,0.42857142857142855,0.7142857142857143,0,1,145,98,0,0,40
2015-10-09,True,76.0,427.0,3.0,62.0,546.0,2.0,1,1.0,1.5714285714285714,0.2857142857142857,0.42857142857142855,0,5,31,114,1,1,42
2002-12-01,True,195.0,64.0,0.0,107.0,399.0,-1.0,1,0.16666666666666666,1.1428571428571428,0.0,0.42857142857142855,0,1,166,189,1,1,16
2015-06-14,False,48.0,653.0,1.0,15.0,1051.0,1.0,1,1.4285714285714286,2.7142857142857144,0.42857142857142855,1.0,0,3,164,58,5,5,79
2005-12-10,False,106.0,446.0,1.0,128.0,351.0,0.0,1,1.4285714285714286,3.5714285714285716,0.5714285714285714,0.8571428571428571,1,1,153,62,1,1,16
2014-05-27,False,153.0,124.0,0.0,140.0,161.0,-3.0,1,3.4285714285714284,1.1428571428571428,0.42857142857142855,0.42857142857142855,1,0,113,145,0,0,3
2010-11-28,False,121.0,231.0,4.0,105.0,317.0,2.0,1,1.8571428571428572,2.5714285714285716,0.42857142857142855,0.7142857142857143,0,3,199,98,0,0,45
